code,current,name,gender,function,category,country_code,country,country_long,disciplines,events,birth_date
1948980,TRUE,JEVTIC Ivica,Male,Assistant Coach,C,SRB,Serbia,Serbia,Volleyball,Men,26-07-1983
1948981,TRUE,KOLAKOVIC Igor,Male,Head Coach,C,SRB,Serbia,Serbia,Volleyball,Men,04-06-1965
1948983,TRUE,MAJSTOROVIC Neven,Male,Assistant Coach,C,SRB,Serbia,Serbia,Volleyball,Men,17-03-1989
1949017,TRUE,BUTARBUTAR Eva,Female,Coach,C,INA,Indonesia,Indonesia,Artistic Gymnastics,,04-07-1973
1949063,TRUE,BLAGOJEVIC Jelena,Female,Assistant Coach,C,SRB,Serbia,Serbia,Volleyball,Women,01-12-1988
1949064,TRUE,GUIDETTI Giovanni,Male,Head Coach,C,SRB,Serbia,Serbia,Volleyball,Women,20-09-1972
1949394,TRUE,TUDELA PERRET Matias,Male,Head Coach,C,ESP,Spain,Spain,Rugby Sevens,,06-10-1984
1949402,TRUE,HERNANDEZ JIMENEZ Francisco de Pau.,Male,Head Coach,C,ESP,Spain,Spain,Rugby Sevens,,28-10-1988
1949458,TRUE,KOCH Ulla,Female,Coach,C,BEL,Belgium,Belgium,Artistic Gymnastics,,05-07-1955
1949459,TRUE,van den HEUVEL Michel,Male,Head Coach,C,BEL,Belgium,Belgium,Hockey,Men,15-07-1964
1949468,TRUE,MALDONADO Oscar,Male,Coach,C,DOM,Dominican Republic,Dominican Republic,Taekwondo,,04-06-1993
1949531,TRUE,MATEO BATISTA Ruddy,Male,Coach,C,DOM,Dominican Republic,Dominican Republic,Taekwondo,,06-01-1985
1949864,TRUE,LAACHRAOUI Mourad,Male,Coach,C,BEL,Belgium,Belgium,Taekwondo,,31-03-1995
1949874,TRUE,MEZIANE Rachid,Male,Coach,C,BEL,Belgium,Belgium,Basketball,Women,10-02-1980
1950176,TRUE,BARTON Emilee,Female,Assistant Coach,C,AUS,Australia,Australia,Rugby Sevens,Women,02-11-1992
1950180,TRUE,STANNARD James,Male,Assistant Coach,C,AUS,Australia,Australia,Rugby Sevens,Men,21-02-1983
1950182,TRUE,MANENTI John,Male,Head Coach,C,AUS,Australia,Australia,Rugby Sevens,Men,30-03-1971
1950187,TRUE,WALSH Timothy,Male,Head Coach,C,AUS,Australia,Australia,Rugby Sevens,Women,10-04-1979
1950509,TRUE,BYDWELL Emilie,Female,Head Coach,C,USA,United States,United States of America,Rugby Sevens,Women,31-08-1985
1950510,TRUE,TEST Zack,Male,Assistant Coach,C,USA,United States,United States of America,Rugby Sevens,Women,13-10-1989
1950515,TRUE,FORD Trey,Male,Assistant Coach,C,USA,United States,United States of America,Rugby Sevens,Women,
1950520,TRUE,FRIDAY Mike,Male,Head Coach,C,USA,United States,United States of America,Rugby Sevens,Men,25-04-1972
1950521,TRUE,GREENING Phil,Male,Assistant Coach,C,USA,United States,United States of America,Rugby Sevens,Men,03-10-1975
1951636,TRUE,FERREIRA Marcel,Male,Coach,C,BRA,Brazil,Brazil,Artistic Swimming,,17-10-1986
1951639,TRUE,KARFUNKELSTEIN Rogerio,Male,Coach,C,BRA,Brazil,Brazil,Artistic Swimming,,04-03-1976
1952532,TRUE,SPLITTER Tiago,Male,Assistant Coach,C,BRA,Brazil,Brazil,Basketball,Men,01-01-1985
1953168,TRUE,HAMANO Yukiya,Male,Goalkeeper Coach,C,JPN,Japan,Japan,Football,,28-09-1972
1953169,TRUE,HANEDA Kenji,Male,Assistant Coach,C,JPN,Japan,Japan,Football,,01-12-1981
1953170,TRUE,OIWA Go,Male,Head Coach,C,JPN,Japan,Japan,Football,Men,23-06-1972
1953555,TRUE,CUNHA Thiago,Male,Assistant Coach,C,EGY,Egypt,Egypt,Football,,18-12-1978
1953646,TRUE,ALBINO Cristiano,Male,Coach,C,BRA,Brazil,Brazil,Artistic Gymnastics,,21-12-1973
1953647,TRUE,BISCALCHIN Daniel,Male,Coach,C,BRA,Brazil,Brazil,Artistic Gymnastics,,14-08-1978
1953649,TRUE,PORATH Francisco,Male,Coach,C,BRA,Brazil,Brazil,Artistic Gymnastics,,18-07-1980
1953652,TRUE,YASHENKO Iryna,Female,Coach,C,BRA,Brazil,Brazil,Artistic Gymnastics,,18-05-1960
1953686,TRUE,ROSA Bruna,Female,Coach,C,BRA,Brazil,Brazil,Rhythmic Gymnastics,,13-02-1986
1953687,TRUE,FEREZIN Camila,Female,Coach,C,BRA,Brazil,Brazil,Rhythmic Gymnastics,,18-04-1977
1953695,TRUE,NAVES Marcia,Female,Coach,C,BRA,Brazil,Brazil,Rhythmic Gymnastics,,01-12-1965
1953710,TRUE,PEREIRA Alexandro,Male,Coach,C,BRA,Brazil,Brazil,Rhythmic Gymnastics,,03-05-1972
1953713,TRUE,FIGUEIREDO Tatiana,Female,Coach,C,BRA,Brazil,Brazil,Rhythmic Gymnastics,,29-06-1968
1954067,TRUE,FUCHS Tracey,Female,Assistant Coach,C,USA,United States,United States of America,Hockey,,03-11-1966
1954068,TRUE,PASSMORE David,Male,Head Coach,C,USA,United States,United States of America,Hockey,,15-06-1967
1954069,TRUE,TELECHEA Javi,Male,Assistant Coach,C,USA,United States,United States of America,Hockey,,07-04-1988
1954409,TRUE,MATHEUS Carlos,Male,Coach,C,BRA,Brazil,Brazil,Artistic Swimming,,23-02-1978
1954411,TRUE,DOMINGUES Felipe,Male,Coach,C,BRA,Brazil,Brazil,Artistic Swimming,,07-03-1976
1954413,TRUE,POSSENTI Fernando,Male,Coach,C,BRA,Brazil,Brazil,Artistic Swimming,,24-05-1979
1954426,TRUE,ONHA MARQUES Sergio,Male,Coach,C,BRA,Brazil,Brazil,Artistic Swimming,,05-09-1973
1954481,TRUE,FEW Mark,Male,Coach,C,USA,United States,United States of America,Basketball,,27-12-1962
1954482,TRUE,KERR Steve,Male,Coach,C,USA,United States,United States of America,Basketball,Men,27-09-1965
1954483,TRUE,LUE Tyronn,Male,Assistant Coach,C,USA,United States,United States of America,Basketball,Men,03-05-1977
1954484,TRUE,SPOELSTRA Erik,Male,Assistant Coach,C,USA,United States,United States of America,Basketball,Men,01-11-1970
1954499,TRUE,LAWSON Kara,Female,Coach,C,USA,United States,United States of America,Basketball,,14-02-1981
1954500,TRUE,MILLER Curt,Male,Coach,C,USA,United States,United States of America,Basketball,,06-10-1968
1954501,TRUE,REEVE Cheryl,Female,Coach,C,USA,United States,United States of America,Basketball,Women,20-09-1966
1954502,TRUE,TAYLOR Joni,Female,Assistant Coach,C,USA,United States,United States of America,Basketball,Women,07-03-1979
1954503,TRUE,THIBAULT Mike,Male,Assistant Coach,C,USA,United States,United States of America,Basketball,Women,28-09-1950
1954505,TRUE,WRIGHT Tanisha,Female,Coach,C,USA,United States,United States of America,Basketball,,29-11-1983
1954672,TRUE,KOLINISAU Ratu Osea,Male,Head Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Men,17-11-1985
1955000,TRUE,ARENHART ALVES Ismael,Male,Assistant Coach,C,BRA,Brazil,Brazil,Rugby Sevens,Women,
1955021,TRUE,BRODERICK William,Male,Head Coach,C,BRA,Brazil,Brazil,Rugby Sevens,Women,17-09-1992
1955060,TRUE,FERRER Alexander,Male,Coach,C,BRA,Brazil,Brazil,Artistic Swimming,,25-08-1975
1955820,TRUE,dos SANTOS Clayton,Male,Coach,C,BRA,Brazil,Brazil,Taekwondo,,03-07-1981
1955822,TRUE,RIBEIRO Diego,Male,Coach,C,BRA,Brazil,Brazil,Taekwondo,,05-01-1987
1955881,TRUE,NAMAUA Tikiko,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Women,11-05-1976
1955954,TRUE,KLAMBURG ROQUE Paula,Female,Coach,C,AUS,Australia,Australia,Artistic Swimming,Team,20-09-1989
1955958,TRUE,ONO Shoko,Female,Coach,C,AUS,Australia,Australia,Artistic Swimming,Team,09-11-1988
1956101,TRUE,SOARES Mateus Joao Felgueiras,Male,Coach,C,TLS,Timor-Leste,Democratic Republic of Timor-Leste,Taekwondo,,12-02-1985
1956202,TRUE,LUZON Guy,Male,Head Coach,C,ISR,Israel,Israel,Football,Men,17-08-1975
1956206,TRUE,CHOEN Haim,Male,Assistant Coach,C,ISR,Israel,Israel,Football,,
1956383,TRUE,BUTALA-KOVACIC Petra,Female,Coach,C,SRB,Serbia,Serbia,Taekwondo,,29-02-1988
1956384,TRUE,JOVIC Dragan,Male,Coach,C,SRB,Serbia,Serbia,Taekwondo,,21-05-1969
1956385,TRUE,SAVICEVIC Veljko,Male,Coach,C,SRB,Serbia,Serbia,Taekwondo,,19-08-1978
1956422,TRUE,BUCHNIK Victor,Male,Goalkeeper Coach,C,ISR,Israel,Israel,Football,,
1956472,TRUE,BILIC Darko,Male,Assistant Coach,C,SRB,Serbia,Serbia,Water Polo,Men,06-03-1978
1956473,TRUE,CIRIC Stefan,Male,Assistant Coach,C,SRB,Serbia,Serbia,Water Polo,Men,15-08-1985
1956476,TRUE,STEVANOVIC Uros,Male,Head Coach,C,SRB,Serbia,Serbia,Water Polo,Men,08-10-1982
1956655,TRUE,TAAFFE Robert,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,,07-11-1981
1956699,TRUE,NSILU DILANDU Leroy,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,,22-05-2002
1956722,TRUE,EFTIMOV Aleksandar,Male,Coach,C,MKD,North Macedonia,North Macedonia,Taekwondo,,25-02-1986
1957027,TRUE,ADEL MOSTAFA,Male,Assistant Coach,C,EGY,Egypt,Egypt,Football,Men,01-02-1982
1957190,TRUE,FUJIKI Mayuko,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Team,21-06-1975
1957191,TRUE,JIMENEZ NIETO Cecilia,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Duet,27-07-1995
1957192,TRUE,REQUENA PERICAS Judit,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Team,26-11-1992
1957193,TRUE,VEGA HERRERO Anna,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,,12-01-1979
1957222,TRUE,ANDREO GABAN Angel Luis,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Women,03-12-1972
1957223,TRUE,APARICIO SUNEN Antonio Francisco,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Men,08-03-1960
1957224,TRUE,IVANOV PIRALKOV Svilen,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Men,08-04-1975
1957225,TRUE,MARTIN LOZANO David,Male,Head Coach,C,ESP,Spain,Spain,Water Polo,Men,02-01-1977
1957226,TRUE,OCA GAIA Miguel Angel,Male,Head Coach,C,ESP,Spain,Spain,Water Polo,Women,15-04-1970
1957227,TRUE,VALLS NART Jordi,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Women,04-11-1977
1957429,TRUE,KERTESZNE BORKAI Anita,Female,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,,14-11-1969
1957645,TRUE,CAMPODONICO Marco,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,,21-05-1963
1957768,TRUE,CASELLA Enrico,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,,28-01-1957
1958557,TRUE,ZHOU Tianke,Female,Coach,C,LAO,Lao PDR,Lao People's Democratic Republic,Rhythmic Gymnastics,,21-10-1977
1958748,TRUE,ALLER CARBALLO Manuel Angel,Male,Coach,C,ESP,Spain,Spain,Basketball,,17-04-1963
1958749,TRUE,CAMPS SAN JOSE Salvador,Male,Coach,C,ESP,Spain,Spain,Basketball,,19-05-1979
1958751,TRUE,FERNANDEZ TARGARONA Isaac,Male,Coach,C,ESP,Spain,Spain,Basketball,,18-01-1980
1958752,TRUE,GARCIA GUADARRAMA Victor Jesus,Male,Coach,C,ESP,Spain,Spain,Basketball,,06-02-1980
1958754,TRUE,GUIL Luis,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Men,16-07-1971
1958756,TRUE,MENDEZ Miguel,Male,Coach,C,ESP,Spain,Spain,Basketball,Women,02-03-1967
1958758,TRUE,REY Luis,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Women,28-08-1964
1958760,TRUE,PRADO BRANAS Joaquin,Male,Coach,C,ESP,Spain,Spain,Basketball,,17-03-1976
1958761,TRUE,SANCHEZ CANETE CALVO Angel Luis,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Men,09-12-1969
1958763,TRUE,SCARIOLO Sergio,Male,Coach,C,ESP,Spain,Spain,Basketball,Men,01-04-1961
1958764,TRUE,URIETA GUTIERREZ Madelen,Female,Assistant Coach,C,ESP,Spain,Spain,Basketball,,21-08-1981
1959349,TRUE,CAREY Brian,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,22-09-1973
1959353,TRUE,LANDI Cecile,Female,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,03-10-1979
1959368,TRUE,BRECKENRIDGE Grant,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,08-04-1997
1959369,TRUE,SUN Sonia,Female,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,26-01-1977
1959382,TRUE,GRABA Jess,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,26-12-1968
1959384,TRUE,GAARENSTROOM Jordan,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,14-01-1992
1959395,TRUE,LANDI Laurent,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,18-10-1977
1959400,TRUE,KLIMOUK Natalia,Female,Coach,C,USA,United States,United States of America,Rhythmic Gymnastics,,09-01-1968
1959405,TRUE,CAESAR Syque,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,22-08-1990
1959412,TRUE,MIKULAK Sam,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,13-10-1992
1959432,TRUE,LIUKIN Valeri,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,,17-12-1966
1960844,TRUE,BARRIEAU Jocelyn,Female,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women,09-02-1982
1960845,TRUE,HANRATTY Jack,Male,Head Coach,C,CAN,Canada,Canada,Rugby Sevens,Women,09-05-1989
1960848,TRUE,MONAGHAN Iain,Male,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women,08-08-1980
1960860,TRUE,JOYCE Jenn,Female,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women,
1961375,TRUE,KONE Thierry,Male,Coach,C,CIV,C̫te d'Ivoire,C̫te d'Ivoire,Taekwondo,,01-07-1981
1961586,TRUE,VOLAVOLA Timoci,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Women,27-09-1978
1961712,TRUE,TUIFUA Tevita,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,,15-10-1975
1961720,TRUE,OTUMULI Mavae,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,,22-07-1984
1961741,TRUE,VAIANGINA Ekitino,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,,09-03-1970
1961751,TRUE,LIUTAI Malika,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,,07-02-1964
1961912,TRUE,FULI Saiasi,Male,Head Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Women,16-03-1978
1962265,TRUE,TOPPING James,Male,Head Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Men,18-12-1974
1962452,TRUE,TEMPLE-JONES Allan,Male,Head Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Women,23-01-1981
1962481,TRUE,WONG Ka Wing,Male,Coach,C,HKG,"Hong Kong, China","Hong Kong, China",Taekwondo,,06-08-1974
1963019,TRUE,MICALE Rogerio,Male,Head Coach,C,EGY,Egypt,Egypt,Football,Men,28-03-1969
1963171,TRUE,LERGA Javier,Male,Assistant Coach,C,ESP,Spain,Spain,Football,,10-08-1979
1963174,TRUE,SANCHEZ Carlos,Male,Goalkeeper Coach,C,ESP,Spain,Spain,Football,,19-01-1978
1963175,TRUE,TOME Montse,Female,Head Coach,C,ESP,Spain,Spain,Football,Women,11-05-1982
1963555,TRUE,BAYER Steven,Male,Coach,C,BEL,Belgium,Belgium,Hockey,,27-02-1978
1963556,TRUE,WHITE Tim,Male,Assistant Coach,C,BEL,Belgium,Belgium,Hockey,,26-02-1966
1963627,TRUE,LOPEZ ROMERO Victor Hugo,Male,Assistant Coach,C,JPN,Japan,Japan,Handball,Men,23-11-1982
1963628,TRUE,ORTEGA PEREZ Antonio Carlos,Male,Head Coach,C,JPN,Japan,Japan,Handball,Men,14-07-1971
1964423,TRUE,ROCHA de REZENDE Bernardo,Male,Head Coach,C,BRA,Brazil,Brazil,Volleyball,Men,25-08-1959
1964448,TRUE,RIBAS Giuliano,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men,
1964453,TRUE,LAGES GUIMARAES Jose Roberto,Male,Head Coach,C,BRA,Brazil,Brazil,Volleyball,Women,31-07-1954
1964473,TRUE,DO REGO BARROS JUNIOR Paulo,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Women,
1964481,TRUE,LEONALDO Roberley Luiz,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men,
1964485,TRUE,TABACH Ricardo,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men,
1964492,TRUE,COPPINI FERNANDES Wagner Luiz,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Women,
1965161,TRUE,KEET Marcelle,Female,Assistant Coach,C,RSA,South Africa,South Africa,Hockey,,25-10-1984
1965168,TRUE,BONNET Giles,Male,Head Coach,C,RSA,South Africa,South Africa,Hockey,,10-02-1965
1965644,TRUE,GIL Carlos,Male,Coach,C,PAN,Panama,Panama,Artistic Gymnastics,,12-06-1985
1967242,TRUE,LAWRENCE Natalie,Female,Assistant Coach,C,NZL,New Zealand,New Zealand,Football,,05-07-1984
1967254,TRUE,HERST Jen,Female,Goalkeeper Coach,C,CAN,Canada,Canada,Football,,29-04-1986
1967256,TRUE,MANDER Jasmine,Female,Assistant Coach,C,CAN,Canada,Canada,Football,,23-05-1995
1967258,TRUE,PRIESTMAN Bev,Female,Head Coach,C,CAN,Canada,Canada,Football,Women,28-04-1986
1967262,TRUE,SPENCE Andy,Male,Assistant Coach,C,CAN,Canada,Canada,Football,,08-01-1983
1967313,TRUE,PARK Jae,Male,Coach,C,CAN,Canada,Canada,Taekwondo,,19-04-1969
1967315,TRUE,THORNTON Daniel,Male,Coach,C,CAN,Canada,Canada,Taekwondo,,21-04-1974
1967332,TRUE,LIMA Brian,Male,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,Men,25-01-1972
1967468,TRUE,PARADELO David,Male,Head Coach,C,CAN,Canada,Canada,Water Polo,Women,07-10-1985
1967471,TRUE,POSTERIVO Stefano,Male,Assistant Coach,C,CAN,Canada,Canada,Water Polo,Women,02-11-1967
1967472,TRUE,CAMPBELL Cora,Female,Assistant Coach,C,CAN,Canada,Canada,Water Polo,Women,28-05-1974
1967642,TRUE,IGLESIAS Rodrigo,Male,Assistant Coach,C,BRA,Brazil,Brazil,Football,,
1967672,TRUE,ALCANTARA Edson,Male,Goalkeeper Coach,C,BRA,Brazil,Brazil,Football,,
1967683,TRUE,ELIAS Arthur,Male,Head Coach,C,BRA,Brazil,Brazil,Football,Women,05-08-1981
1968210,TRUE,LALOMILO Faamaoni,Male,Assistant Coach,C,SAM,Samoa,Samoa,Rugby Sevens,Men,30-01-1971
1968247,TRUE,CIRKOVIC Vedran,Male,Assistant Coach,C,AUS,Australia,Australia,Water Polo,Men,14-03-1988
1968453,TRUE,CHERNETSKA Nataliya,Female,Coach,C,GRE,Greece,Greece,Artistic Swimming,Duet,01-04-1974
1968484,TRUE,KAMMENOU Alexia Anna,Female,Head Coach,C,GRE,Greece,Greece,Water Polo,Women,25-07-1969
1968489,TRUE,LEMPESIS Xenofon,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Women,16-12-1972
1968491,TRUE,PYRPYRIS Anastasios,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Women,15-04-1983
1968492,TRUE,SCHIZAS Anastasios,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Men,18-02-1977
1968495,TRUE,VLACHOS Theodoros,Male,Head Coach,C,GRE,Greece,Greece,Water Polo,Men,09-07-1969
1968531,TRUE,KANTZOURIS Ilias,Male,Assistant Coach,C,GRE,Greece,Greece,Basketball,Men,11-08-1973
1968540,TRUE,SPANOULIS Vasilis,Male,Coach,C,GRE,Greece,Greece,Basketball,Men,07-08-1982
1968567,TRUE,RAFTIS Dimitrios,Male,Coach,C,GRE,Greece,Greece,Artistic Gymnastics,,19-12-1967
1968759,TRUE,JENNINGS Stephen,Male,Coach,C,EOR,EOR,Refugee Olympic Team,Taekwondo,,25-12-1981
1968802,TRUE,FJELLSTROM Jens,Male,Assistant Coach,C,AUS,Australia,Australia,Football,Women,27-10-1966
1968822,TRUE,ANDREATTA Mel,Female,Assistant Coach,C,AUS,Australia,Australia,Football,Women,26-01-1979
1968838,TRUE,GUSTAVSSON Tony,Male,Head Coach,C,AUS,Australia,Australia,Football,Women,14-08-1973
1968868,TRUE,van ECK Richard,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Water Polo,Women,08-03-1983
1968871,TRUE,DOUDESIS Eva,Male,Head Coach,C,NED,Netherlands,Netherlands,Water Polo,Women,12-03-1985
1968964,TRUE,MOGHANLOU Bijan,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,,21-10-1969
1969275,TRUE,SICOT David Patrick,Male,Coach,C,LBN,Lebanon,Lebanon,Taekwondo,,24-10-1985
1969357,TRUE,SEKTIOUI Tarik,Male,Head Coach,C,MAR,Morocco,Morocco,Football,Men,
1969386,TRUE,HADJI Youssouf,Male,Assistant Coach,C,MAR,Morocco,Morocco,Football,,25-02-1980
1969466,TRUE,BADAWI Ghanem,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,,01-04-1980
1970225,TRUE,van der VEEN Jose,Female,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,18-05-1977
1970227,TRUE,WEVERS Vincent,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,28-09-1962
1970228,TRUE,den UIJL Kevin,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,22-08-1995
1970229,TRUE,JACOBS Jeroen,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,21-11-1971
1970235,TRUE,KLEUSKENS Marcel,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,17-04-1982
1970236,TRUE,KNIBBELER Daniel,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,10-02-1980
1970237,TRUE,van MELDERT Dirk Jan,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,,03-12-1965
1970317,TRUE,CLARIJS Ricardo,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Handball,Women,22-04-1990
1970322,TRUE,JOHANSSON Per,Male,Head Coach,C,NED,Netherlands,Netherlands,Handball,Women,10-11-1970
1970733,TRUE,GOUTSEVA Anastasia,Female,Coach,C,GRE,Greece,Greece,Artistic Swimming,Duet,29-04-1975
1970859,TRUE,SOKOLOVA Natalia,Female,Coach,C,CYP,Cyprus,Cyprus,Rhythmic Gymnastics,,14-06-1976
1970880,TRUE,OGEYINGBO Ayodeji,Male,Coach,C,NGR,Nigeria,Nigeria,Basketball,,30-06-1994
1970974,TRUE,DERAEDT Laurent,Male,Goalkeeper Coach,C,MAR,Morocco,Morocco,Football,,20-10-1973
1971523,TRUE,LESZNER Joe,Male,Coach,C,CAN,Canada,Canada,Archery,,
1972037,TRUE,TICHELMAN Thomas,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Hockey,,22-03-1960
1972052,TRUE,van ASS Paul,Male,Head Coach,C,NED,Netherlands,Netherlands,Hockey,,16-08-1960
1972055,TRUE,DELMEE Jeroen,Male,Head Coach,C,NED,Netherlands,Netherlands,Hockey,,08-03-1973
1972056,TRUE,VERBOOM Eric,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Hockey,,01-02-1970
1972359,TRUE,ALIYEVA Kamilla,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,03-04-2006
1972419,TRUE,VILYAYEVA Yevgeniya,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,08-01-1994
1972423,TRUE,VASILEVA Siyana,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,03-03-1996
1972426,TRUE,GULIYEV Kamil,Male,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,21-09-1993
1972427,TRUE,KARIMLI Akif,Male,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,,25-03-1995
1972461,TRUE,JAUMA CAYUELA Esther,Female,Coach,C,NED,Netherlands,Netherlands,Artistic Swimming,Duet,07-05-1970
1972652,TRUE,GIE Cheslyn,Male,Head Coach,C,RSA,South Africa,South Africa,Hockey,,30-07-1975
1972655,TRUE,NTULI Siphesihle,Male,Assistant Coach,C,RSA,South Africa,South Africa,Hockey,,29-01-1989
1972933,TRUE,GOMEZ Ibai,Male,Head Coach,C,DOM,Dominican Republic,Dominican Republic,Football,Men,11-11-1989
1972934,TRUE,RAMOS SANCHEZ Antonio,Male,Coach,C,CIV,C̫te d'Ivoire,C̫te d'Ivoire,Taekwondo,,18-08-1976
1972992,TRUE,AMOREBIETA Fernando,Male,Assistant Coach,C,DOM,Dominican Republic,Dominican Republic,Football,,29-03-1985
1973058,TRUE,BRITEZ Cristhian,Male,Goalkeeper Coach,C,DOM,Dominican Republic,Dominican Republic,Football,,25-09-1984
1973138,TRUE,BALAN Adrian,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,,04-05-1971
1973147,TRUE,COWAN Lisa,Female,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,,03-08-1969
1973162,TRUE,KIKUCHI David,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,,27-12-1979
1973180,TRUE,van HOOF Ed,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,,22-08-1956
1973374,TRUE,FALSETTA Ross,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,02-10-1985
1973377,TRUE,DENG Ajou,Male,Assistant Coach,C,SSD,South Sudan,South Sudan,Basketball,,24-12-1978
1973378,TRUE,WIGNALL Rachel,Female,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,07-08-1989
1973524,TRUE,MEIJER Eric,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Volleyball,Women,26-09-1989
1973525,TRUE,KOSLOWSKI Felix,Male,Head Coach,C,NED,Netherlands,Netherlands,Volleyball,Women,18-03-1984
1973532,TRUE,FERRER CUTINO Gil,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Volleyball,Women,11-10-1971
1973576,TRUE,IVEY Royal,Male,Coach,C,SSD,South Sudan,South Sudan,Basketball,Men,20-12-1981
1973651,TRUE,KOUDI Mandela,Male,Coach,C,SSD,South Sudan,South Sudan,Basketball,,21-11-1991
1973693,TRUE,CHIEJINE Ann,Female,Assistant Coach,C,NGR,Nigeria,Nigeria,Football,,02-02-1974
1974021,TRUE,KULESZA Kasia,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Duet,29-08-1976
1974022,TRUE,MORGAN Kerri,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Duet,04-06-1971
