code,current,name,gender,function,category,country_code,country,country_long,disciplines,events,birth_date
1974025,TRUE,VOLOSHYNA Anna,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Team,26-09-1991
1974026,TRUE,YAKHNO Yelyzaveta,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Team,04-06-1998
1974386,TRUE,SAWADOGO Rasmane,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,,25-06-1965
1974755,TRUE,BAUR Steve,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,Women,31-03-1979
1974756,TRUE,BJORKGREN Nate,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,Men,20-06-1975
1974757,TRUE,CLARKE Carly,Female,Coach,C,CAN,Canada,Canada,Basketball,,07-03-1983
1974760,TRUE,FERNANDEZ Jordi,Male,Coach,C,CAN,Canada,Canada,Basketball,Men,27-12-1982
1974766,TRUE,LAPENA Victor,Male,Coach,C,CAN,Canada,Canada,Basketball,Women,12-03-1975
1974769,TRUE,MITCHELL Nathaniel,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,,27-06-1986
1974771,TRUE,N'DONG Boniface,Male,Coach,C,CAN,Canada,Canada,Basketball,,03-09-1977
1974772,TRUE,PAGE Murriel,Female,Coach,C,CAN,Canada,Canada,Basketball,,18-09-1975
1974773,TRUE,QUINN Noelle,Female,Assistant Coach,C,CAN,Canada,Canada,Basketball,,03-01-1985
1975398,TRUE,DENG Luol,Male,Assistant Coach,C,SSD,South Sudan,South Sudan,Basketball,Men,16-04-1985
1975920,TRUE,CASTANEDA Allen Aldrin,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,,20-07-1972
1975923,TRUE,HRYBANOV Andrii,Male,Coach,C,ISR,Israel,Israel,Artistic Gymnastics,,01-10-1970
1975934,TRUE,GRIFFETH Garrett Stephen,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,,13-08-1986
1977071,TRUE,ABAD EXPOSITO Iker Miquel,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,,24-07-2004
1977388,TRUE,WALDRUM Randy,Male,Head Coach,C,NGR,Nigeria,Nigeria,Football,Women,25-09-1956
1977689,TRUE,DIAWARA Kaba,Male,Head Coach,C,GUI,Guinea,Guinea,Football,Men,16-12-1975
1978161,TRUE,CAPELLI Claudio,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,,16-11-1986
1978215,TRUE,GUELZEC Laurent,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,,22-04-1971
1978259,TRUE,KISTLER Frank,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,,08-10-1984
1978688,TRUE,MUNOZ BENITEZ Fernando,Male,Head Coach,C,EGY,Egypt,Egypt,Volleyball,Men,27-07-1970
1980774,TRUE,KIM Myong Hwa,Female,Coach,C,PRK,DPR Korea,Democratic People's Republic of Korea,Artistic Gymnastics,,02-03-1971
1980904,TRUE,TRAJKOVIC Ivan Konrad,Male,Coach,C,SLO,Slovenia,Slovenia,Taekwondo,,01-09-1991
1980943,TRUE,PAVLIC Aljaz,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Women,18-01-1979
1980962,TRUE,MIJATOVIC Branka,Female,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Women,19-07-1973
1980979,TRUE,ADZIC Dragan,Male,Head Coach,C,SLO,Slovenia,Slovenia,Handball,Women,13-12-1969
1980981,TRUE,DROZHANOVA Elena,Female,Coach,C,SLO,Slovenia,Slovenia,Rhythmic Gymnastics,,24-06-1976
1980987,TRUE,CRETU Gheorghe,Male,Head Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men,08-08-1968
1980990,TRUE,DIVKOVIC Goran,Male,Coach,C,SLO,Slovenia,Slovenia,Taekwondo,,23-01-1973
1981325,TRUE,ZVIZEJ Luka,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Men,09-12-1980
1981356,TRUE,de CECCO Matteo,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men,23-01-1969
1981649,TRUE,RETELJ Natasa,Female,Coach,C,SLO,Slovenia,Slovenia,Artistic Gymnastics,,12-09-1977
1981689,TRUE,ZORMAN Uros,Male,Head Coach,C,SLO,Slovenia,Slovenia,Handball,Men,09-01-1980
1981697,TRUE,KEDACIC Zoran,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men,06-04-1984
1986732,TRUE,MUGANGUZI Wani,Male,Assistant Coach,C,NGR,Nigeria,Nigeria,Basketball,Women,26-06-1990
2041085,TRUE,FITZGERALD David,Male,Coach,C,IRL,Ireland,Ireland,Hockey,,08-10-1986
2476695,TRUE,BAM Jenna,Female,Head Coach,C,RSA,South Africa,South Africa,Rugby Sevens,,10-12-1996
3057892,TRUE,FALAHATGAR ETMINANI Davoud,Male,Coach,C,BUL,Bulgaria,Bulgaria,Taekwondo,,21-06-1980
3430822,TRUE,PETROVIC Aleksandar,Male,Coach,C,BRA,Brazil,Brazil,Basketball,Men,16-02-1959
3496078,TRUE,GORIATCHKINE Ivan,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,,25-03-1995
3520243,TRUE,BASILE Leonardo,Male,Coach,C,EOR,EOR,Refugee Olympic Team,Taekwondo,,12-05-1983
3528052,TRUE,VICTOR John,Male,Coach,C,NGR,Nigeria,Nigeria,Taekwondo,,22-05-1977
3538853,TRUE,DONNELLY Peter,Male,Assistant Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Men,12-01-1983
3539442,TRUE,CARSON Luke,Male,Coach,C,IRL,Ireland,Ireland,Artistic Gymnastics,,23-10-1989
3544158,TRUE,GORBACHEV Stepan,Male,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,,02-10-1983
3545804,TRUE,MARAJAN Sabit,Male,Coach,C,SSD,South Sudan,South Sudan,Taekwondo,,01-01-1958
3546458,TRUE,DIAWARA Fousseni,Male,Assistant Coach,C,GUI,Guinea,Guinea,Football,Men,28-08-1980
3546645,TRUE,CAUKAUNIVALU Setefano,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Men,03-09-1978
3561918,TRUE,GRANDES Pablo,Male,Assistant Coach,C,IRQ,Iraq,Iraq,Football,,14-10-1986
4043244,TRUE,FONG Lerissa,Female,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,,13-05-1982
4043245,TRUE,POMARE Sapani,Male,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,,25-10-1969
4043246,TRUE,FAALUPEGA Avii,Female,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,,26-03-1986
4044836,TRUE,DAVID EP CHIRILCENCO Georgeta,Female,Coach,C,ALG,Algeria,Algeria,Artistic Gymnastics,,10-03-1974
4119109,TRUE,ELZEFTAWEY Tarek,Male,Assistant Coach,C,EGY,Egypt,Egypt,Volleyball,Men,12-04-1975
4645809,TRUE,GAARENSTROOM Jordan Jon,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,,14-01-1992
4646497,TRUE,PROST KOSIR Primoz,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Men,14-07-1983
4649776,TRUE,TRAORE Alioune,Male,Coach,C,MLI,Mali,Mali,Taekwondo,,14-06-1962
4653058,TRUE,COCCIA Kristina,Female,Coach,C,HAI,Haiti,Haiti,Artistic Gymnastics,,19-12-1988
4653997,TRUE,KAMKASOUMPHOU Ekvara,Male,Coach,C,MLI,Mali,Mali,Taekwondo,,12-04-1975
4658462,TRUE,KHAJAVI Naeima,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,,19-09-1965
4847471,TRUE,LAWSON Franck,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,,23-09-1976
4968759,TRUE,Mc DONALD Janelle Leigh,Female,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,,21-12-1982
4968917,TRUE,QUESNEL Yannick,Male,Goalkeeper Coach,C,GUI,Guinea,Guinea,Football,Men,24-10-1973
4976780,TRUE,TANSKANEN Juha Petteri,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,,03-02-1971
5016082,TRUE,CHOUBA Jaouad,Female,Coach,C,GBS,Guinea-Bissau,Guinea-Bissau,Taekwondo,,02-11-1982
9230002,TRUE,HERDEIRO Alvaro Francisco,Male,Assistant Coach,C,BRA,Brazil,Brazil,Handball,Women,23-06-1969
9230003,TRUE,MAROJA Gabriel Augusto,Male,Assistant Coach,C,BRA,Brazil,Brazil,Handball,Women,07-05-1996
9230006,TRUE,ALONSO BERNARDO Jessica,Female,Assistant Coach,C,ESP,Spain,Spain,Handball,Women,20-09-1983
9230010,TRUE,LARSSON Thomas Erik Daniel,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Handball,Women,
9230012,TRUE,CAROU Gonzalo,Male,Assistant Coach,C,ARG,Argentina,Argentina,Handball,Men,
9230013,TRUE,CAZON Guillermo,Male,Assistant Coach,C,ARG,Argentina,Argentina,Handball,Men,
9230017,TRUE,CAAMANO Juan,Male,Assistant Coach,C,ESP,Spain,Spain,Handball,Men,06-12-1990
9230018,TRUE,TORRESCUSA Ignacio,Male,Assistant Coach,C,ESP,Spain,Spain,Handball,Men,21-07-1994
9230020,TRUE,GJERDE Joar,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Women,01-11-1988
9390001,TRUE,BONDAR Vladyslav,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,,26-03-1998
9430008,TRUE,CICHELLO Juan Manuel,Male,Assistant Coach,C,ITA,Italy,Italy,Volleyball,Women,
9450042,TRUE,VASSILIADES Emmanuel,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Men,03-08-1979
